"","V1","V2","V3","V4"
"1",0.0166057809929938,0.00442472112361537,0.00221179468489543,0.00767862121613598
"2",0.0154773680422026,0.00410534091041131,0.00205211864371522,0.00714279513271146
"3",0.015598801384517,0.00413603027587668,0.00206746473299009,0.00719472553352506
"4",0.0164874534246849,0.00429036296391774,0.00214458840939678,0.00750716361448095
"5",0.0147129869168577,0.00380408706208468,0.00190150335813871,0.00667270024807542
"6",0.0110492941442378,0.00288611081931492,0.00144265849454796,0.00504442571151869
"7",0.0115893965340047,0.00296741223615728,0.00148329416488034,0.00521447671101052
"8",0.0122398617608983,0.00311029984640893,0.00155471116839221,0.00547893270969327
"9",0.0135324906817768,0.00341841407840557,0.00170875417680959,0.00601965995247939
"10",0.0168472997785456,0.00422852085564692,0.00211367246470243,0.00746937836318904
"11",0.0177023422273924,0.00440998190866806,0.00220435923232441,0.00781231820554022
"12",0.0163778982631877,0.00410740932379942,0.00205312518770478,0.00726017551511832
"13",0.0129932039033257,0.00333868891772428,0.00166889500364621,0.00585615215333794
"14",0.0134574245156125,0.0034273202070838,0.00171319821394998,0.00602560368629753
"15",0.014695989123237,0.00371401227028624,0.00185650141158452,0.00654430743858958
"16",0.0157197707730924,0.00399840801611192,0.00199863470036801,0.00704366478146001
"17",0.0138778138712785,0.00350260804044272,0.00175077325431882,0.00619499492477009
"18",0.0148112287824635,0.00375979953945599,0.00187933187812782,0.00663927241806849
"19",0.0160942100125472,0.00406833424854678,0.00203354936883134,0.00719316814118131
"20",0.016731436810866,0.00422895740063785,0.00211386459702472,0.00746658318198246
"21",0.016183883106065,0.004077025427138,0.00203790644691337,0.00721000108314056
"22",0.012859477396649,0.00325043791821686,0.001624709281294,0.00575335443963015
"23",0.0149625975106727,0.0037534981940854,0.00187617591774305,0.00665092256501011
"24",0.0155989104584491,0.00392692453844616,0.00196284895494905,0.00695711119468501
"25",0.0182066298137416,0.00454939272851174,0.00227394731170219,0.00809034753056923
"26",0.0187894552188856,0.00471071249461515,0.0023546026348811,0.00836150298275498
"27",0.0173116106096942,0.00433134721827721,0.00216497601502573,0.00769401252961288
"28",0.0194576840608729,0.00486228734684324,0.00243033837953682,0.00864846398325153
"29",0.0201836164778539,0.00504625115725502,0.00252232923689658,0.00895932467954244
"30",0.0199895849626076,0.00499661035793555,0.00249749498611723,0.00888005641252312
"31",0.0200535576843557,0.00500614135263086,0.00250226145684566,0.00889901462547262
"32",0.0190581913668541,0.00477087688274347,0.00238468536580388,0.00846771086995828
"33",0.0195323329242964,0.00487933551818548,0.00243890138544251,0.00866346894570924
"34",0.0196772347720166,0.00491841545546423,0.00245845481071988,0.00872398331611467
"35",0.0194483371475188,0.0048641965677473,0.00243133983951093,0.00863174761082977
"36",0.0184028231673817,0.00462547081430349,0.00231201938719991,0.00819558897091385
"37",0.0182536559150872,0.00457560881056997,0.00228712715451855,0.00810098587287491
"38",0.0205199384220054,0.00512894897621571,0.00256372425198991,0.00908403094772775
"39",0.0185507034251653,0.00479470020181726,0.00239675800942494,0.00837690909089624
"40",0.0150508412404804,0.00394993114648283,0.0019744638808732,0.00687958633662815
"41",0.0189776476754045,0.00491541503257426,0.00245707896734074,0.00859146630369885
"42",0.0192024913682413,0.0049754137997452,0.00248707663989726,0.0086932555303307
"43",0.0194160769816283,0.00500011014243621,0.00249942571368021,0.00874853317354385
"44",0.0211539901531026,0.00548331408085896,0.00274095277427235,0.00958339082812431
"45",0.0216701792422706,0.00559833416938526,0.00279845997315865,0.00978820583135939
"46",0.0229746422561797,0.00595651350169745,0.00297751611970705,0.0104004598816434
"47",0.0240964127021694,0.0062556097240815,0.00312698970855164,0.0109333807884151
"48",0.0248871253186389,0.00640613558214969,0.00320223122697915,0.0112215464518083
"49",0.0266503886952049,0.00686242172804852,0.00343031316068529,0.0120203327283493
