"","V1","V2","V3","V4"
"1",0.0389952941580999,0.00156191491285087,0.00643332805572933,0.0353466635506134
"2",0.0401809025165234,0.0016094031910086,0.00662892620878927,0.0364213393711902
"3",0.0413712399459676,0.00165708088706176,0.00682530454997015,0.0375003017829029
"4",0.0425718901363122,0.0017051716497526,0.00702338425987936,0.0385886120325455
"5",0.0437646674771437,0.00175294707385382,0.00722016513040949,0.0396697860630896
"6",0.0449613597373577,0.00180087930587504,0.00741759187273629,0.0407545087099791
"7",0.0461557220690106,0.00184871821509297,0.00761463423035454,0.0418371194302189
"8",0.047355230310326,0.00189676323823351,0.00781252554489742,0.0429243945783448
"9",0.0485538603464819,0.00194477308580313,0.00801027197575592,0.0440108736913857
"10",0.0493454833393981,0.0019764807003932,0.00814087159091051,0.0447284277499881
"11",0.0497864144586954,0.00199414172605384,0.00821361510013804,0.0451281027430683
"12",0.0502346798671706,0.00201209651884432,0.00828756859865671,0.0455344257858054
"13",0.0506876102685593,0.00203023816295001,0.00836229171388014,0.0459449773370984
"14",0.0511520475552967,0.00204884070307441,0.0084389132009442,0.0463659591214159
"15",0.0516138446617514,0.00206733749359377,0.00851509911889022,0.0467845477563503
"16",0.052082913289399,0.00208612553713827,0.00859248467085125,0.0472097275459009
"17",0.0525548179967665,0.00210502717683084,0.0086703381108389,0.0476374780547609
"18",0.0528349258839054,0.0021162465994708,0.00871654947987373,0.0478913773894968
"19",0.0528283107392115,0.00211598163690618,0.00871545813290813,0.0478853811969078
"20",0.052847093414269,0.00211673395692092,0.00871855684297092,0.0479024064536772
"21",0.0528598802396919,0.00211724611957406,0.00872066637553152,0.0479139968680044
"22",0.0528720850895031,0.00211773497181484,0.00872267989548057,0.0479250597598039
"23",0.0534187629295036,0.00213963156957764,0.00881286918527697,0.0484205871842857
"24",0.0542617301373337,0.00217339572192936,0.00895193941683379,0.0491846813890523
"25",0.0550793219518994,0.00220614348997074,0.00908682329121758,0.0499257744725926
"26",0.0559022622879935,0.0022391054873369,0.00922258954883115,0.0506717156383192
"27",0.0567332774962876,0.0022723909150959,0.00935968797492793,0.0514249761433927
"28",0.0578501080618765,0.00231712437212404,0.00954393937157002,0.0524373094286568
"29",0.0590488153134565,0.00236513731247511,0.00974169854120034,0.0535238585323896
