"","V1","V2","V3","V4"
"1",0.0808900936534625,0.00206332749211686,0.000303897245940326,0.0332655657276097
"2",0.0795425560290351,0.00204837714763059,0.000315727765267941,0.032807171217615
"3",0.0785803595342901,0.00200791934456608,0.000296209504274465,0.032460812557195
"4",0.0767688682557963,0.00192201080363398,0.000257798867331661,0.0313386475914974
"5",0.069509361694103,0.00174283778030929,0.000235181294372289,0.0284177590807479
"6",0.0805690432677159,0.0019927715940642,0.000248852063520726,0.0328008345114515
"7",0.0783208356199604,0.001924566747783,0.000231779082514316,0.0317720520793746
"8",0.0752468451610769,0.00185097255996377,0.000224205165115614,0.0305449402969192
"9",0.0642440204538206,0.00158800583496195,0.000197981048327248,0.0261243580439106
"10",0.0501569195632987,0.00124128403735279,0.000155353840332528,0.0204348484721774
"11",0.0575389298942508,0.00141687290508606,0.000173774303847376,0.0233000013800274
"12",0.0581284406096016,0.00144296778189412,0.00018542776814355,0.0236080615869241
"13",0.0613430128886741,0.00154067660956921,0.000210215980196049,0.0250667072007694
"14",0.0617175397034742,0.00154673585612086,0.000209368531324795,0.0251548559865698
"15",0.0541265203633867,0.00137164056279217,0.000198041358687666,0.0220581200028009
"16",0.0575389784064122,0.00145859972011078,0.000210714586531572,0.023465583384638
"17",0.0569784986366105,0.00145362267886244,0.000218327207658611,0.0231810776782607
"18",0.0576826658040977,0.00146798081520645,0.000219019338019575,0.0233796726199964
"19",0.0584126066578518,0.00149096900505532,0.000224804590666951,0.023748342540889
"20",0.0595454883165926,0.0015147593378445,0.000224212980459801,0.0242142119675466
"21",0.0589450722178833,0.00149234801165161,0.000216144347915936,0.0239100429282355
"22",0.0601789371423579,0.0015306733295053,0.000226071247259263,0.0244926953702169
"23",0.0618856674145183,0.00157810215417999,0.000235151716348944,0.025258319734229
"24",0.0625779467019974,0.00158507576807,0.00022915960363826,0.0254468954648356
"25",0.0580992228213009,0.00146578986564988,0.000208592143356516,0.0235401567861739
"26",0.0667347761767896,0.00169642347243654,0.000250430241326259,0.027118726978217
"27",0.0740770620975892,0.00182205571842831,0.00022792389085596,0.029615087825063
"28",0.0594307719784261,0.00144553416443889,0.00016969335301889,0.0236183612382953
"29",0.0727860363414184,0.00178730535203394,0.000221621372812143,0.0290671301698576
"30",0.0758140495872586,0.00186378082084746,0.000232278462186052,0.0303120782966939
"31",0.0753627202439695,0.00184173626592354,0.000221893069195439,0.0300453468665516
"32",0.0809528354336084,0.00197619150411189,0.000237056554204007,0.0322273346525586
"33",0.0807801514415952,0.00197567770071834,0.000239398060966756,0.0321999350838305
"34",0.0793090042326426,0.00194913820674672,0.000243008588955596,0.0316750268824379
"35",0.07321643641036,0.00181045588892477,0.000236053357129575,0.0291660072543727
"36",0.076232455992409,0.00188680263579036,0.000246585032989871,0.0304214350962245
"37",0.0859439832423912,0.00213020971553095,0.00028012431590302,0.0343440786060707
