"","V1","V2","V3","V4"
"1",0.28809565358578,0.113017906586842,0.056516325842372,0.168107275181712
"2",0.29248350069823,0.114580448261825,0.0572976988988819,0.170514794765267
"3",0.296925840475209,0.116165077297509,0.0580901170752845,0.172954795180631
"4",0.301448147980411,0.117781214320341,0.0588982913003866,0.175441589802465
"5",0.30594098151224,0.119386831017847,0.0597012046746516,0.177912189141725
"6",0.310475324454039,0.121009188727969,0.0605124896464662,0.180407449785281
"7",0.315006415203457,0.122630777734263,0.0613233902152985,0.182901300879036
"8",0.319574600293606,0.124266885049093,0.0621415508855401,0.185416764679206
"9",0.324157113499196,0.125909369284577,0.0629629004307202,0.187941316931412
"10",0.327221198304526,0.127025143808239,0.0635208800510128,0.189615213059678
"11",0.328751445707491,0.127587746571388,0.0638022508462576,0.190419690999364
"12",0.330322718716056,0.128166103596774,0.0640914999811294,0.191247492952677
"13",0.331924571389372,0.128756323444248,0.0643866813112468,0.192092993985706
"14",0.333597544820563,0.129374035000104,0.064695610414988,0.192979401470755
"15",0.335248926318186,0.129983272600528,0.0650003020823558,0.193853055994806
"16",0.336939463369957,0.130607505735441,0.0653124927098754,0.194748865085243
"17",0.338647485882554,0.131238496816848,0.0656280627835701,0.195654728513169
"18",0.338315038675699,0.131038881700786,0.0655282041451464,0.19545512844818
"19",0.335383894806991,0.129794840958168,0.0649059967980495,0.193823437066392
"20",0.332606311970623,0.128609937423881,0.0643133616842017,0.192280656407801
"21",0.329798080345142,0.127413454225035,0.0637149362418857,0.190720003529372
"22",0.326985751843532,0.12621537025263,0.063115710292433,0.189156991670813
"23",0.325943741154788,0.125606813264182,0.0628112189503078,0.188633828791989
"24",0.324862440154013,0.124869184951115,0.0624421029452729,0.188107384633873
"25",0.323579560716122,0.124051465566719,0.0620329345009317,0.18746502673206
"26",0.322265701710891,0.12321852799722,0.0616161534016276,0.186805755177225
"27",0.320936335980545,0.122376274977909,0.0611947113343338,0.18613854313769
"28",0.325301247630037,0.123633987668498,0.0618233401664095,0.188743730123125
"29",0.330776417953879,0.125305390274378,0.0626588334017562,0.191987836434335
